Date,Year,Month,NAA_Flow_cfs,NAA_Pref_Velocity_Depth_TotlArea_Sq_ft,NAA_Pref_Velocity_Depth_TotArea_Acres
9/30/1953 0:00,1953,9,15125.3324636212,4494515.63076622,103
4/30/1995 0:00,1995,4,15141.1250357824,5567250.13892303,128
9/30/1963 0:00,1963,9,15180.9083477457,4553283.68535712,105
9/30/1975 0:00,1975,9,15205.3511763478,4432735.81228072,102
9/30/1956 0:00,1956,9,15290.4132156489,4469880.87247115,103
9/30/1984 0:00,1984,9,15328.3938305105,4530867.00453515,104
4/30/1948 0:00,1948,4,15340.0757529222,5272504.44189248,121
9/30/1938 0:00,1938,9,15355.044623688,5311980.00382378,122
9/30/1958 0:00,1958,9,15395.7973819179,4937683.27301303,113
1/31/1966 0:00,1966,1,15423.9950232586,4649384.26900732,107
3/31/1927 0:00,1927,3,15696.27697698,5222098.45577745,120
1/31/1927 0:00,1927,1,15698.872908218,5022439.93562095,115
2/28/1950 0:00,1950,2,15856.5744155534,5082954.81880665,117
2/28/1979 0:00,1979,2,15871.7100295205,5107982.14552664,117
11/30/1950 0:00,1950,11,15943.7547859017,4754826.44619146,109
1/31/1954 0:00,1954,1,15972.4970956584,4519069.40684395,104
12/31/1962 0:00,1962,12,16019.1927227457,4591981.48686386,105
3/31/1937 0:00,1937,3,16125.484604604,5294935.57089789,122
3/31/1966 0:00,1966,3,16175.3277328841,5366747.49218944,123
2/28/1922 0:00,1922,2,16189.7889909351,4684116.83264232,108
4/30/1998 0:00,1998,4,16255.4888686784,4516132.3733465,104
12/31/1968 0:00,1968,12,16262.5719182371,5080890.46682809,117
5/31/1967 0:00,1967,5,16471.9157383111,5480498.9936919,126
1/31/1988 0:00,1988,1,16485.7154818702,4671963.32336231,107
11/30/1937 0:00,1937,11,16604.7104231274,4549873.93658229,104
5/31/1941 0:00,1941,5,16609.3263135138,4529692.24921525,104
2/29/1992 0:00,1992,2,16711.6979574189,5122257.23027837,118
4/30/1978 0:00,1978,4,16728.272680105,4825224.21071379,111
12/31/1957 0:00,1957,12,16802.6943776837,5473734.40285969,126
3/31/1993 0:00,1993,3,16809.0702349714,3955341.72183967,91
4/30/1969 0:00,1969,4,17189.1551601264,5117695.23672794,117
3/31/1980 0:00,1980,3,17232.858180761,4341913.63232036,100
4/30/1965 0:00,1965,4,17600.5638701694,4473933.24826936,103
5/31/1983 0:00,1983,5,17737.3027925215,3815741.01667796,88
11/30/1981 0:00,1981,11,17827.9025793178,4310595.20841597,99
1/31/1940 0:00,1940,1,17893.5806595897,4238577.90508041,97
1/31/1996 0:00,1996,1,17903.643129771,4448450.8190031,102
1/31/1936 0:00,1936,1,17960.0249045802,4912287.929737,113
2/29/1960 0:00,1960,2,18193.5477397424,5095161.86403999,117
4/30/1940 0:00,1940,4,18236.9612461236,4807707.25677512,110
4/30/1954 0:00,1954,4,18390.6701663884,4045623.63821787,93
12/31/1998 0:00,1998,12,18639.0035007156,4994661.02923731,115
4/30/1927 0:00,1927,4,18946.5096344227,3812472.82372208,88
2/28/1945 0:00,1945,2,19015.3149287333,3937112.44878644,90
12/31/2001 0:00,2001,12,19160.2872256679,4013054.8045449,92
2/28/1961 0:00,1961,2,19262.1803032562,3747580.95887801,86
3/31/1969 0:00,1969,3,19294.4712473163,4920077.34815859,113
1/31/1984 0:00,1984,1,19348.5934383946,4534058.68266354,104
4/30/1967 0:00,1967,4,19639.0553494752,3974532.28585333,91
2/28/1967 0:00,1967,2,20205.8227412333,4228114.47036819,97
3/31/1989 0:00,1989,3,20451.0341990697,4877769.82056983,112
12/31/1966 0:00,1966,12,20501.3743767891,4596250.84522667,106
5/31/1995 0:00,1995,5,20510.3529162691,4931562.12354313,113
4/30/1935 0:00,1935,4,20586.0773109494,5505648.19141948,126
4/30/1952 0:00,1952,4,21004.0664867605,4456380.4076622,102
4/30/1974 0:00,1974,4,21041.1747897781,4653454.01394743,107
3/31/1967 0:00,1967,3,21217.9139283158,5273763.58991573,121
4/30/1938 0:00,1938,4,21299.2094346374,5494312.07973097,126
2/28/1943 0:00,1943,2,21391.0485642295,5889546.16036245,135
1/31/1951 0:00,1951,1,21557.1244662452,5195310.35517,119
12/31/1952 0:00,1952,12,21582.1239593273,5212322.59184615,120
2/28/1926 0:00,1926,2,21700.6877564408,6207585.67805892,143
2/29/1936 0:00,1936,2,21724.546804926,5906419.35839978,136
3/31/1973 0:00,1973,3,21789.1673395754,6003967.72141393,138
5/31/2003 0:00,2003,5,21893.4130576097,5333236.70644114,122
3/31/1954 0:00,1954,3,22016.9427808922,5507843.6597172,126
1/31/1982 0:00,1982,1,22158.3242127863,5690705.14501161,131
5/31/1998 0:00,1998,5,22299.2574576574,4757789.55393608,109
3/31/1943 0:00,1943,3,22451.2151329914,6534660.79108967,150
2/28/1975 0:00,1975,2,22583.7234747734,8047318.92581343,185
12/31/1951 0:00,1951,12,22732.3237267414,5362244.8219424,123
6/30/1998 0:00,1998,6,23045.2990964933,7760112.5251363,178
2/28/1993 0:00,1993,2,23151.6143994513,9962707.36003584,229
1/31/1943 0:00,1943,1,23159.0854305821,7593432.71187526,174
1/31/1946 0:00,1946,1,23161.8846836236,8507377.00206074,195
4/30/1983 0:00,1983,4,23487.9416954914,8987716.83421262,206
2/28/1963 0:00,1963,2,23639.3245765744,9450376.35642488,217
3/31/1971 0:00,1971,3,23940.9689825859,7766988.83372225,178
3/31/1996 0:00,1996,3,23963.6135287452,9549759.10933858,219
12/31/1940 0:00,1940,12,23991.9798276479,8259480.30272646,190
11/30/1983 0:00,1983,11,24044.0459923664,8293945.65442799,190
3/31/1952 0:00,1952,3,24051.9245050095,8924339.12880129,205
12/31/1970 0:00,1970,12,24379.0740458015,10062419.0297027,231
3/31/1949 0:00,1949,3,24550.2812887643,7861282.69127595,180
1/31/1967 0:00,1967,1,24627.3745199189,9824771.20886355,226
2/28/1995 0:00,1995,2,24695.1668744036,10252397.0680619,235
3/31/1982 0:00,1982,3,25025.5557132634,11115935.0977176,255
1/31/1993 0:00,1993,1,25564.6665747257,12080772.9304742,277
3/31/2000 0:00,2000,3,25595.6392384303,10152233.7270321,233
3/31/1999 0:00,1999,3,25731.3013686784,10260170.695352,236
2/28/1959 0:00,1959,2,25809.5743529342,10996244.8544228,252
2/29/1968 0:00,1968,2,26049.1807520277,12396238.6458093,285
12/31/1941 0:00,1941,12,26246.9216304866,11670540.1726643,268
2/28/1970 0:00,1970,2,26332.7656369275,11000590.7942434,253
12/31/2002 0:00,2002,12,26619.0418535305,10118281.4117522,232
3/31/1928 0:00,1928,3,26697.3245616651,12960978.6372984,298
1/31/1958 0:00,1958,1,26707.8126252385,10250666.9541087,235
12/31/1969 0:00,1969,12,27558.2420622614,10007145.7617812,230
1/31/2002 0:00,2002,1,27571.3641489742,13028159.074586,299
12/31/1982 0:00,1982,12,27803.0418773855,12208797.0440868,280
12/31/1950 0:00,1950,12,27839.9489444179,12329346.3909891,283
4/30/1958 0:00,1958,4,27904.8359941555,12026295.3072635,276
1/31/1971 0:00,1971,1,28453.4991233302,11945250.6072485,274
2/28/1951 0:00,1951,2,28657.4056029342,12061122.0227778,277
1/31/1952 0:00,1952,1,29733.1629472805,19420796.8521359,446
1/31/1978 0:00,1978,1,29884.5270067987,17262873.2393944,396
2/28/1978 0:00,1978,2,30069.3846642414,18019954.2874023,414
12/31/1996 0:00,1996,12,30099.6476502863,14729561.2871061,338
3/31/1978 0:00,1978,3,30638.5825530773,17152726.2976974,394
2/28/1962 0:00,1962,2,30713.2654520515,17421197.574987,400
2/28/1925 0:00,1925,2,30766.8472179151,23619894.246012,542
2/28/1954 0:00,1954,2,30878.3474534828,17154866.9469774,394
1/31/1942 0:00,1942,1,31383.7887941317,17552441.2598226,403
1/31/1973 0:00,1973,1,31685.5450978053,22702909.6791048,521
4/30/1941 0:00,1941,4,32053.7762702767,29157870.5163738,669
3/31/1998 0:00,1998,3,32075.5506739027,20184989.9009696,463
12/31/1937 0:00,1937,12,32447.9534798426,20240620.2017154,465
3/31/1941 0:00,1941,3,32489.654481751,28252063.2496029,649
1/31/2003 0:00,2003,1,32830.8259154342,28527654.6913724,655
2/29/1952 0:00,1952,2,32876.1098401718,25369208.2941531,582
1/31/1980 0:00,1980,1,32895.9426079437,31363325.4219998,720
2/28/1982 0:00,1982,2,33345.6449487118,29578862.5831577,679
3/31/1958 0:00,1958,3,33628.4475041746,31069834.047042,713
2/29/1940 0:00,1940,2,34087.9660007156,19737758.0281109,453
2/28/1973 0:00,1973,2,34348.9475369752,30922643.1632111,710
12/31/1973 0:00,1973,12,34362.1240994752,31295378.308578,718
1/31/1998 0:00,1998,1,34375.3666477815,30941007.3095763,710
4/30/1982 0:00,1982,4,34404.1348938454,40702023.937377,934
2/29/1956 0:00,1956,2,34858.2170384065,40526237.9776364,930
1/31/1983 0:00,1983,1,34867.100644084,30922643.1632111,710
3/31/1940 0:00,1940,3,35147.3266400286,40440128.5823084,928
12/31/1964 0:00,1964,12,35874.5291209447,40440128.5823084,928
11/30/1973 0:00,1973,11,36050.9240696565,40548791.5952748,931
12/31/1981 0:00,1981,12,36876.2123866889,40502218.6560776,930
3/31/1986 0:00,1986,3,36922.1522960401,59351306.5958188,1363
1/31/1965 0:00,1965,1,38947.6484553912,69955489.8888831,1606
4/30/1963 0:00,1963,4,39308.4247137405,54952042.471704,1262
2/28/1999 0:00,1999,2,39974.2321743798,70180838.5320534,1611
3/31/1975 0:00,1975,3,40093.4694239027,65576937.5702055,1505
3/31/1974 0:00,1974,3,41029.4998330153,59746136.0715896,1372
12/31/1945 0:00,1945,12,41283.1218690363,70382785.9128802,1616
12/31/1955 0:00,1955,12,42553.6397006202,70382785.9128802,1616
2/28/1969 0:00,1969,2,42953.3133587786,74318741.6006186,1706
1/31/1969 0:00,1969,1,43857.8630605916,74351617.6346666,1707
2/29/2000 0:00,2000,2,43997.7051168893,74318685.9388586,1706
2/29/1980 0:00,1980,2,44428.4154520515,74318685.9388586,1706
2/28/1941 0:00,1941,2,44662.0445431775,85274893.2290771,1958
1/31/1995 0:00,1995,1,45460.7786378817,97533397.4723612,2239
1/31/1941 0:00,1941,1,45675.3801824905,95074593.9628295,2183
2/29/1996 0:00,1996,2,46393.6016519561,99263244.8131483,2279
1/31/1953 0:00,1953,1,46751.3625596374,99297716.4665352,2280
2/28/1942 0:00,1942,2,48444.4480081107,127620342.886727,2930
2/28/1927 0:00,1927,2,49215.2870050095,127620342.886727,2930
12/31/1983 0:00,1983,12,50540.1128697519,142833053.247073,3279
2/28/1938 0:00,1938,2,52237.9302421279,142773315.572421,3278
1/31/1997 0:00,1997,1,52721.2334267653,152981612.447917,3512
1/31/1974 0:00,1974,1,52870.869370229,140491607.075409,3225
3/31/1938 0:00,1938,3,52884.2557311546,152921874.773265,3511
1/31/1956 0:00,1956,1,53524.4075441317,150793202.18547,3462
2/28/1983 0:00,1983,2,57501.7086891699,179425452.023351,4119
2/28/1986 0:00,1986,2,61030.9010019084,204944432.903702,4705
3/31/1995 0:00,1995,3,62074.5248807252,266148704.334206,6110
1/31/1970 0:00,1970,1,69071.6153745229,384697197.151161,8831
3/31/1983 0:00,1983,3,69892.3572280534,363400429.497607,8343
2/28/1998 0:00,1998,2,71514.6604484733,374285861.162465,8592
2/28/1958 0:00,1958,2,79028.7159112595,416156413.963964,9554
